,Set5,Set14,Urban100,B100
avg_psnr_predicted,36.85908724415033,32.565462260339075,29.54020003377616,31.354973216452724
avg_psnr_bicubic,33.6903938129254,30.336809639449793,26.875190238673998,29.56205112358421
avg_elapsed_time,0.14459357261657715,0.07288156236921038,0.055233376026153566,0.004330697059631347
