,Set5,Set14,Urban100,B100
avg_psnr_predicted,36.37310864805455,32.22804644699036,28.92111840662104,31.074398210754836
avg_psnr_bicubic,33.6903938129254,30.336809639449793,26.875190238673998,29.56205112358421
avg_elapsed_time,0.05633468627929687,0.04564566271645682,0.11632328271865845,0.0016031980514526368
