,Set5,Set14,Urban100,B100
avg_psnr_predicted,36.90146650127108,32.63185703126638,29.587819385844725,31.387766090151427
avg_psnr_bicubic,33.6903938129254,30.336809639449793,26.875190238673998,29.56205112358421
avg_elapsed_time,0.1408620834350586,0.07547444956643241,0.03917586088180542,0.003947656154632568
