0,upscale_factor,2
1,batchSize,12
2,testBatchSize,100
3,Epoch,100
4,learningRate,0.001
5,threads,12
6,Num of parameters,85124
7,Loss,1,1,0.1309136599302292
8,Loss,1,2,0.16242720186710358
9,Loss,1,3,0.04413796588778496
10,Loss,1,4,0.02829916775226593
11,Loss,1,5,0.03837445005774498
12,Loss,1,6,0.047390151768922806
13,Loss,1,7,0.034231722354888916
14,Loss,1,8,0.017280815169215202
15,Loss,1,9,0.02029707096517086
16,Loss,1,10,0.020245570689439774
17,Loss,1,11,0.016010502353310585
18,Loss,1,12,0.013752489350736141
19,Loss,1,13,0.010216213762760162
20,Loss,1,14,0.01114541757851839
21,Loss,1,15,0.01174271758645773
22,Loss,1,16,0.01339645404368639
23,Loss,1,17,0.014951576478779316
24,Avg_ioss,1,0.03734194985864794
25,PSNR,1,19.09242410717491
26,Loss,2,1,0.012869692407548428
27,Loss,2,2,0.01358719915151596
28,Loss,2,3,0.013189791701734066
29,Loss,2,4,0.008930036798119545
30,Loss,2,5,0.011057223193347454
31,Loss,2,6,0.008746261708438396
32,Loss,2,7,0.007447416428476572
33,Loss,2,8,0.008366568945348263
34,Loss,2,9,0.01097468938678503
35,Loss,2,10,0.00817002635449171
36,Loss,2,11,0.007257247809320688
37,Loss,2,12,0.007282184902578592
38,Loss,2,13,0.006013054866343737
39,Loss,2,14,0.0055853514932096004
40,Loss,2,15,0.005269973073154688
41,Loss,2,16,0.007355757523328066
42,Loss,2,17,0.005062432494014502
43,Avg_ioss,2,0.008656759308103253
44,PSNR,2,21.55397674104701
45,Loss,3,1,0.006947625894099474
46,Loss,3,2,0.005720071494579315
47,Loss,3,3,0.006926523521542549
48,Loss,3,4,0.0049442630261182785
49,Loss,3,5,0.004861700348556042
50,Loss,3,6,0.0051353671588003635
51,Loss,3,7,0.0046881395392119884
52,Loss,3,8,0.006011790130287409
53,Loss,3,9,0.005996114108711481
54,Loss,3,10,0.005057071801275015
55,Loss,3,11,0.006252455059438944
56,Loss,3,12,0.006200123578310013
57,Loss,3,13,0.006112535949796438
58,Loss,3,14,0.003991019446402788
59,Loss,3,15,0.003890554653480649
60,Loss,3,16,0.005950361955910921
61,Loss,3,17,0.0043722838163375854
62,Avg_ioss,3,0.005474000087227015
63,PSNR,3,22.853306079133308
64,Loss,4,1,0.005762964487075806
65,Loss,4,2,0.0035777862649410963
66,Loss,4,3,0.004116341937333345
67,Loss,4,4,0.00421136012300849
68,Loss,4,5,0.006357256323099136
69,Loss,4,6,0.003213299671187997
70,Loss,4,7,0.004694125149399042
71,Loss,4,8,0.0037224406842142344
72,Loss,4,9,0.005201792810112238
73,Loss,4,10,0.004876918625086546
74,Loss,4,11,0.004740873351693153
75,Loss,4,12,0.004752444103360176
76,Loss,4,13,0.004773210734128952
77,Loss,4,14,0.002978569595143199
78,Loss,4,15,0.003052167594432831
79,Loss,4,16,0.0033622172195464373
80,Loss,4,17,0.003960586618632078
81,Avg_ioss,4,0.004314962076023221
82,PSNR,4,23.76867025285612
83,Loss,5,1,0.005292095709592104
84,Loss,5,2,0.0040753805078566074
85,Loss,5,3,0.004202776588499546
86,Loss,5,4,0.00344187137670815
87,Loss,5,5,0.0031101040076464415
88,Loss,5,6,0.004010630305856466
89,Loss,5,7,0.0036223267670720816
90,Loss,5,8,0.004051707684993744
91,Loss,5,9,0.0030619297176599503
92,Loss,5,10,0.0028548927512019873
93,Loss,5,11,0.002423388184979558
94,Loss,5,12,0.003038985887542367
95,Loss,5,13,0.003431143006309867
96,Loss,5,14,0.0029494899790734053
97,Loss,5,15,0.003109913319349289
98,Loss,5,16,0.0037148904521018267
99,Loss,5,17,0.0043174270540475845
100,Avg_ioss,5,0.003571114900028881
101,PSNR,5,24.392901757818414
102,Loss,6,1,0.002698032883927226
103,Loss,6,2,0.0031342273578047752
104,Loss,6,3,0.0038807441014796495
105,Loss,6,4,0.003199669299647212
106,Loss,6,5,0.0024981002788990736
107,Loss,6,6,0.003189143491908908
108,Loss,6,7,0.0028295402880758047
109,Loss,6,8,0.0035681743174791336
110,Loss,6,9,0.004686749540269375
111,Loss,6,10,0.0021846566814929247
112,Loss,6,11,0.002837352454662323
113,Loss,6,12,0.0026338465977460146
114,Loss,6,13,0.003793194191530347
115,Loss,6,14,0.002931411610916257
116,Loss,6,15,0.0030800665263086557
117,Loss,6,16,0.002593123121187091
118,Loss,6,17,0.0025156664196401834
119,Avg_ioss,6,0.003073747009586762
120,PSNR,6,24.934113735695888
121,Loss,7,1,0.0028578161727637053
122,Loss,7,2,0.002209991915151477
123,Loss,7,3,0.0031984373927116394
124,Loss,7,4,0.0025363496970385313
125,Loss,7,5,0.0035569362808018923
126,Loss,7,6,0.001909135258756578
127,Loss,7,7,0.0033405416179448366
128,Loss,7,8,0.0023988273460417986
129,Loss,7,9,0.0022895948495715857
130,Loss,7,10,0.003202117048203945
131,Loss,7,11,0.0026255743578076363
132,Loss,7,12,0.002706499770283699
133,Loss,7,13,0.002864873269572854
134,Loss,7,14,0.002770506078377366
135,Loss,7,15,0.002839880995452404
136,Loss,7,16,0.0029664530884474516
137,Loss,7,17,0.002200822113081813
138,Avg_ioss,7,0.002733785720706424
139,PSNR,7,25.301976431047407
140,Loss,8,1,0.00217344774864614
141,Loss,8,2,0.0022727421019226313
142,Loss,8,3,0.0019032704876735806
143,Loss,8,4,0.002349124988541007
144,Loss,8,5,0.002694401890039444
145,Loss,8,6,0.0032292415853589773
146,Loss,8,7,0.0021794456988573074
147,Loss,8,8,0.0024081922601908445
