0,upscale_factor,2
1,batchSize,16
2,testBatchSize,100
3,Epoch,100
4,learningRate,0.001
5,threads,12
6,Num of parameters,13316
7,Loss,1,1,0.22213207185268402
8,Loss,1,2,0.17200326919555664
9,Loss,1,3,0.12707041203975677
10,Loss,1,4,0.16886675357818604
11,Loss,1,5,0.09704325348138809
12,Loss,1,6,0.08107016980648041
13,Loss,1,7,0.06804677844047546
14,Loss,1,8,0.08020570129156113
15,Loss,1,9,0.05563008785247803
16,Loss,1,10,0.05190092697739601
17,Loss,1,11,0.055990494787693024
18,Loss,1,12,0.04683467373251915
19,Loss,1,13,0.07053267955780029
20,Avg_ioss,1,0.09979440558415192
21,PSNR,1,11.771109158917717
22,Loss,2,1,0.0736904889345169
23,Loss,2,2,0.0782376378774643
24,Loss,2,3,0.05407651513814926
25,Loss,2,4,0.05132705718278885
26,Loss,2,5,0.05207185447216034
27,Loss,2,6,0.04762456566095352
28,Loss,2,7,0.05431053787469864
29,Loss,2,8,0.04532457888126373
30,Loss,2,9,0.045433711260557175
31,Loss,2,10,0.04103047773241997
32,Loss,2,11,0.056908804923295975
33,Loss,2,12,0.0462038479745388
34,Loss,2,13,0.03995818272233009
35,Avg_ioss,2,0.05278448158731827
36,PSNR,2,13.439155539400147
37,Loss,3,1,0.038047708570957184
38,Loss,3,2,0.04016326367855072
39,Loss,3,3,0.04504276067018509
40,Loss,3,4,0.03142249956727028
41,Loss,3,5,0.03090652823448181
42,Loss,3,6,0.03738931939005852
43,Loss,3,7,0.040423810482025146
44,Loss,3,8,0.03409372270107269
45,Loss,3,9,0.034272678196430206
46,Loss,3,10,0.03442588821053505
47,Loss,3,11,0.02832074463367462
48,Loss,3,12,0.02755112759768963
49,Loss,3,13,0.030757226049900055
50,Avg_ioss,3,0.034832098306371614
51,PSNR,3,15.716667431828286
52,Loss,4,1,0.02223055064678192
53,Loss,4,2,0.024729741737246513
54,Loss,4,3,0.021846123039722443
55,Loss,4,4,0.02225084789097309
56,Loss,4,5,0.021814141422510147
57,Loss,4,6,0.020651381462812424
58,Loss,4,7,0.014161339029669762
59,Loss,4,8,0.014050634577870369
60,Loss,4,9,0.014463063329458237
61,Loss,4,10,0.01247438881546259
62,Loss,4,11,0.01162363775074482
63,Loss,4,12,0.012734021991491318
64,Loss,4,13,0.008093073032796383
65,Avg_ioss,4,0.017009457286733847
66,PSNR,4,18.883870166155408
67,Loss,5,1,0.010789369232952595
68,Loss,5,2,0.013043951243162155
69,Loss,5,3,0.01361183263361454
70,Loss,5,4,0.013079199939966202
71,Loss,5,5,0.014497024938464165
72,Loss,5,6,0.015141400508582592
73,Loss,5,7,0.01352496724575758
74,Loss,5,8,0.0148503752425313
75,Loss,5,9,0.01044229231774807
76,Loss,5,10,0.013828259892761707
77,Loss,5,11,0.009798566810786724
78,Loss,5,12,0.009372570551931858
79,Loss,5,13,0.010409893468022346
80,Avg_ioss,5,0.012491515694329372
81,PSNR,5,19.215644542405318
82,Loss,6,1,0.009731647558510303
83,Loss,6,2,0.011982246302068233
84,Loss,6,3,0.00992444809526205
85,Loss,6,4,0.011160212568938732
86,Loss,6,5,0.011812865734100342
87,Loss,6,6,0.012666348367929459
88,Loss,6,7,0.01143843587487936
89,Loss,6,8,0.012190233916044235
90,Loss,6,9,0.009121830575168133
91,Loss,6,10,0.009679913520812988
92,Loss,6,11,0.011498534120619297
93,Loss,6,12,0.011460371315479279
94,Loss,6,13,0.012465507723391056
95,Avg_ioss,6,0.011164045821015652
96,PSNR,6,19.49448142331315
97,Loss,7,1,0.011937498115003109
98,Loss,7,2,0.009223243221640587
99,Loss,7,3,0.010563254356384277
100,Loss,7,4,0.008633522316813469
101,Loss,7,5,0.010196908377110958
102,Loss,7,6,0.008438397198915482
103,Loss,7,7,0.01020912267267704
104,Loss,7,8,0.010737631469964981
105,Loss,7,9,0.010430284775793552
106,Loss,7,10,0.009922465309500694
107,Loss,7,11,0.011496721766889095
108,Loss,7,12,0.008170831948518753
109,Loss,7,13,0.01021330151706934
110,Avg_ioss,7,0.010013321772790872
111,PSNR,7,19.984209276633806
112,Loss,8,1,0.009007629007101059
113,Loss,8,2,0.00926787406206131
114,Loss,8,3,0.010102352127432823
115,Loss,8,4,0.01170719787478447
116,Loss,8,5,0.008540263399481773
117,Loss,8,6,0.007883758284151554
118,Loss,8,7,0.008655613288283348
119,Loss,8,8,0.007349866908043623
120,Loss,8,9,0.007880832068622112
121,Loss,8,10,0.009957320988178253
122,Loss,8,11,0.007609704043716192
123,Loss,8,12,0.008226655423641205
124,Loss,8,13,0.008326536044478416
125,Avg_ioss,8,0.008808892578459702
126,PSNR,8,20.580838038048373
127,Loss,9,1,0.009138080291450024
128,Loss,9,2,0.00814902875572443
129,Loss,9,3,0.008224564604461193
130,Loss,9,4,0.007724342402070761
131,Loss,9,5,0.008516531437635422
132,Loss,9,6,0.007946177385747433
133,Loss,9,7,0.0062385848723351955
134,Loss,9,8,0.0065360595472157
135,Loss,9,9,0.007868469692766666
136,Loss,9,10,0.00811862200498581
137,Loss,9,11,0.0067799948155879974
138,Loss,9,12,0.005967846605926752
139,Loss,9,13,0.00940004177391529
140,Avg_ioss,9,0.007739103399217129
141,PSNR,9,21.166071541930393
142,Loss,10,1,0.006636154837906361
143,Loss,10,2,0.007944263517856598
144,Loss,10,3,0.007772971410304308
145,Loss,10,4,0.005573341157287359
146,Loss,10,5,0.007457469590008259
147,Loss,10,6,0.0067125726491212845
148,Loss,10,7,0.005671858787536621
149,Loss,10,8,0.00705953873693943
